user_id,amount,timestamp,transaction_type,country,ip_address,device
CC_9518,4628.25,24-05-2025 11:26,withdrawal,Canada,18.243.171.236,Windows
CC_6143,3318.62,01-04-2025 17:59,withdrawal,Singapore,171.105.84.104,Windows
CC_3085,963.24,04-10-2025 02:02,refund,Singapore,104.141.214.1,Windows
CC_5700,1054.86,23-08-2025 15:42,online_payment,Australia,114.173.55.131,MacBook
CC_3780,3295.96,26-07-2025 15:31,subscription,UAE,24.210.244.193,iPhone
CC_6085,1127.08,26-05-2025 00:02,refund,India,12.63.252.122,Linux
CC_2193,2279.8,22-05-2025 14:00,online_payment,Australia,103.63.38.168,Android
CC_2746,3893.21,09-06-2025 08:31,refund,Australia,13.143.64.235,Android
CC_8478,671.03,05-12-2025 08:13,subscription,UAE,244.194.229.114,Linux
CC_9270,2136.57,21-11-2025 16:54,refund,Australia,116.67.193.64,Windows
CC_9540,2425.56,24-06-2025 05:07,withdrawal,Australia,20.183.74.61,Windows
CC_6502,1601.95,28-02-2025 16:11,refund,UK,60.99.178.40,iPhone
CC_2052,2077.27,29-08-2025 22:34,subscription,Australia,107.16.53.214,MacBook
CC_7381,4524.67,15-01-2025 05:20,subscription,Canada,123.2.242.91,Windows
CC_7389,4267.97,02-11-2025 02:55,subscription,Germany,125.57.70.112,MacBook
CC_1475,1947.34,22-10-2025 09:56,refund,Australia,236.33.252.160,Linux
CC_1441,4535.11,20-01-2025 17:38,purchase,Canada,35.222.119.47,Android
CC_5262,1898.62,04-06-2025 03:01,online_payment,UAE,87.195.226.98,Windows
CC_7906,1265.1,01-03-2025 15:24,online_payment,India,192.139.14.244,Windows
CC_4673,3252.47,30-01-2025 07:33,purchase,Germany,52.215.6.160,iPhone
CC_4908,635.47,25-03-2025 07:06,subscription,Germany,120.180.66.197,Windows
CC_3749,3031.43,25-03-2025 09:36,refund,Singapore,28.149.7.238,Windows
CC_7149,1986.29,25-05-2025 10:03,purchase,Germany,27.179.198.78,Linux
CC_2983,3982.15,30-01-2025 21:44,withdrawal,Canada,170.95.18.130,Windows
CC_1207,4248.63,23-12-2025 22:53,purchase,Canada,246.93.163.229,MacBook
CC_3506,2180.26,16-07-2025 16:01,subscription,Australia,120.112.212.188,Linux
CC_5397,1614.91,28-06-2025 18:20,purchase,Singapore,226.116.63.193,MacBook
CC_7209,1685.3,26-12-2025 22:37,withdrawal,UK,125.55.91.205,Windows
CC_6576,1401.89,21-07-2025 04:08,subscription,India,133.243.49.22,iPhone
CC_7658,2445.45,24-06-2025 23:57,online_payment,Australia,115.203.5.24,Windows
CC_4630,2024.98,27-06-2025 04:03,withdrawal,UAE,122.142.136.89,MacBook
CC_6419,1762.29,27-11-2025 09:46,withdrawal,Singapore,65.60.31.185,iPhone
CC_6169,602.18,15-05-2025 19:43,refund,Germany,190.124.71.186,Linux
CC_9595,2985.97,15-03-2025 04:49,refund,Singapore,59.93.46.78,Android
CC_9751,637.28,03-02-2025 03:26,purchase,Singapore,179.242.33.164,MacBook
CC_2680,4364.24,27-07-2025 01:11,online_payment,Australia,113.88.48.248,Android
CC_5136,4705.61,14-12-2025 20:55,purchase,USA,103.126.19.148,Android
CC_3485,750.24,10-08-2025 05:54,purchase,Germany,31.143.196.107,Linux
CC_4697,3879.59,04-10-2025 23:35,online_payment,Australia,77.221.151.254,MacBook
CC_6003,2845.3,13-02-2025 20:36,subscription,USA,243.196.54.161,iPhone
CC_5335,3303.84,25-04-2025 08:46,refund,UK,142.20.41.1,MacBook
CC_8381,3448.41,09-12-2025 04:18,withdrawal,India,60.74.181.73,MacBook
CC_2166,3438.49,12-07-2025 15:25,subscription,Germany,109.30.140.58,iPhone
CC_5352,4134.02,21-02-2025 23:58,purchase,UK,203.79.153.192,Linux
CC_5728,2198.57,08-12-2025 07:05,withdrawal,Canada,242.70.129.139,MacBook
CC_8172,406.81,30-01-2025 00:37,online_payment,UAE,155.65.7.24,iPhone
CC_1339,4997.86,16-07-2025 06:02,subscription,India,196.194.45.121,Linux
CC_8245,4580.78,13-05-2025 03:45,subscription,Canada,163.209.126.249,Android
CC_8700,1743.07,31-08-2025 16:59,withdrawal,USA,220.42.85.106,MacBook
CC_5722,3314.6,19-10-2025 14:24,subscription,India,117.23.81.65,Windows
CC_2899,4851.07,22-10-2025 07:28,subscription,India,169.223.139.119,MacBook
CC_1888,941.97,21-09-2025 10:33,subscription,Australia,161.114.195.14,iPhone
CC_5375,2748.35,29-07-2025 17:40,online_payment,Australia,32.8.250.162,Linux
CC_4920,3550.37,15-08-2025 06:45,subscription,India,142.105.24.58,Android
CC_8560,4735.57,23-04-2025 02:50,online_payment,Singapore,131.181.70.107,MacBook
CC_8736,1222.44,16-04-2025 07:48,online_payment,Germany,236.154.131.192,iPhone
CC_2143,1384.86,30-10-2025 03:38,withdrawal,Singapore,211.1.73.186,Windows
CC_9022,4326.98,22-11-2025 03:58,subscription,Australia,89.86.142.196,Linux
CC_7180,2279.45,23-08-2025 07:28,refund,Germany,147.99.60.220,MacBook
CC_1715,1594.29,11-12-2025 09:51,online_payment,Canada,254.170.203.211,iPhone
CC_9115,4824.3,02-04-2025 22:18,subscription,UAE,223.26.224.217,MacBook
CC_2633,2632.13,29-11-2025 17:23,purchase,UK,105.223.168.249,iPhone
CC_2225,2350.11,12-07-2025 23:36,withdrawal,Canada,167.21.219.85,Linux
CC_7226,4770.93,22-12-2025 07:30,subscription,India,159.18.61.162,Windows
CC_4727,3735.1,13-11-2025 00:12,purchase,USA,114.43.178.77,Android
CC_1753,1625.25,10-02-2025 20:45,withdrawal,UAE,96.111.38.63,Linux
CC_7751,2831.81,12-05-2025 02:43,refund,UK,21.157.223.98,Linux
CC_4945,2490.85,15-04-2025 05:09,refund,Australia,164.66.118.66,Android
CC_8622,4506.54,26-04-2025 00:49,purchase,Australia,242.89.253.151,Windows
CC_7951,3453.12,29-11-2025 15:47,withdrawal,Germany,99.219.124.28,iPhone
CC_7248,2861.75,04-08-2025 10:44,withdrawal,India,251.213.169.102,Windows
CC_1132,2831.82,05-02-2025 17:06,subscription,Australia,214.232.232.74,iPhone
CC_6772,1098.93,19-05-2025 10:47,subscription,Singapore,174.194.185.197,iPhone
CC_2591,4517.5,29-01-2025 16:57,withdrawal,Australia,9.149.94.188,iPhone
CC_2476,4548.59,26-08-2025 21:49,online_payment,UK,52.34.202.139,Windows
CC_9697,2511.46,18-07-2025 10:45,refund,Singapore,234.212.242.124,Windows
CC_6549,4022.14,08-12-2025 00:41,purchase,UK,194.248.58.221,MacBook
CC_6992,456.06,15-10-2025 07:41,purchase,Singapore,138.32.117.95,Windows
CC_7242,4112.97,28-09-2025 11:58,purchase,Germany,121.7.159.227,Linux
CC_6374,4576.7,11-06-2025 04:40,purchase,Australia,233.180.78.167,MacBook
CC_2911,703.19,28-01-2025 02:19,withdrawal,Australia,30.25.61.228,Linux
CC_3222,1946.29,28-09-2025 03:53,subscription,Canada,151.191.187.40,MacBook
CC_2622,4169.3,25-10-2025 04:20,withdrawal,India,177.95.56.114,MacBook
CC_4868,4277.97,14-03-2025 08:20,withdrawal,UAE,16.102.71.49,Android
CC_8450,462.91,04-06-2025 10:49,subscription,India,13.202.86.63,iPhone
CC_4362,347.71,31-05-2025 20:20,subscription,Germany,209.223.60.85,iPhone
CC_1046,1389.99,16-04-2025 08:36,refund,Singapore,205.45.29.170,Android
CC_3159,79.23,23-06-2025 06:09,subscription,UAE,5.45.68.14,iPhone
CC_7897,2632.8,16-02-2025 06:45,online_payment,Australia,200.93.132.152,Android
CC_8405,2521.67,01-02-2025 13:51,subscription,Singapore,118.165.247.8,Android
CC_8847,4237.26,07-11-2025 09:40,purchase,Australia,183.233.114.19,Android
CC_6277,3043.45,17-02-2025 19:52,refund,Singapore,160.163.150.141,Windows
CC_7240,4973.17,03-08-2025 17:42,online_payment,Canada,26.204.180.30,Linux
CC_4522,2153.2,16-06-2025 09:12,online_payment,UAE,212.117.103.107,Android
CC_6120,2136.69,05-07-2025 14:31,withdrawal,UK,176.237.122.18,Android
CC_2398,470.68,12-03-2025 07:35,withdrawal,UK,143.16.151.245,Linux
CC_6400,3351.72,27-10-2025 03:24,withdrawal,Canada,223.235.185.14,Windows
CC_6119,1761.47,04-06-2025 21:52,refund,Australia,58.217.28.90,Linux
CC_7022,578.85,22-07-2025 20:19,subscription,Germany,207.110.217.144,Linux
CC_1430,3046.93,14-07-2025 17:59,purchase,UK,70.180.196.80,Windows
CC_6751,35.5,15-04-2025 07:30,subscription,Canada,18.37.190.163,Android
CC_2503,3731.83,06-06-2025 15:43,online_payment,Canada,117.88.41.95,Windows
CC_6314,3885.29,03-03-2025 20:43,purchase,UK,41.194.159.13,Android
CC_5458,2218.35,05-11-2025 18:11,online_payment,Australia,107.70.56.194,Linux
CC_2864,1729.14,22-03-2025 17:56,withdrawal,Australia,135.171.79.12,iPhone
CC_7475,4922.31,09-02-2025 21:23,purchase,Germany,78.243.55.197,iPhone
CC_5186,1450.79,29-03-2025 08:52,purchase,Australia,192.111.45.34,MacBook
CC_9725,3519.84,31-12-2025 06:43,subscription,UAE,19.102.221.190,Android
CC_8147,98.61,26-02-2025 16:44,withdrawal,Canada,147.104.182.164,MacBook
CC_5743,580.29,16-01-2025 04:29,withdrawal,UK,206.243.159.118,Windows
CC_2443,2186.38,19-03-2025 02:05,refund,Canada,151.103.135.21,MacBook
CC_6083,3730.3,11-06-2025 08:15,withdrawal,UK,20.131.163.30,Linux
CC_9355,973.55,12-09-2025 09:46,withdrawal,UK,61.27.38.66,iPhone
CC_3842,3013.98,24-02-2025 20:53,refund,Australia,119.194.145.195,Linux
CC_8354,3407.26,24-08-2025 08:28,withdrawal,UK,113.18.121.114,Windows
CC_5500,2959.14,14-09-2025 06:38,subscription,USA,80.119.116.10,Android
CC_7041,4159.32,25-02-2025 20:58,purchase,Canada,119.149.142.245,Android
CC_8368,4545.7,18-05-2025 01:43,withdrawal,Australia,129.39.246.16,MacBook
CC_2695,4055.78,08-09-2025 02:00,purchase,UK,11.64.182.113,MacBook
CC_9586,2616.13,26-04-2025 14:17,withdrawal,UAE,235.73.100.105,Windows
CC_1857,3947.19,01-09-2025 16:25,purchase,UAE,25.143.174.99,Windows
CC_5128,3620.05,20-04-2025 11:57,withdrawal,USA,150.170.37.235,Windows
CC_6082,4838.64,13-10-2025 09:57,refund,USA,80.144.97.165,Windows
CC_3093,3352.23,10-03-2025 01:12,online_payment,UAE,5.93.80.47,iPhone
CC_6598,4738.6,21-12-2025 02:12,refund,Germany,36.40.20.76,Android
CC_9317,3855.52,28-01-2025 11:41,withdrawal,UK,153.97.40.42,iPhone
CC_3712,3607.31,01-02-2025 19:34,online_payment,UAE,174.185.61.249,MacBook
CC_5668,3763.19,23-11-2025 21:35,refund,Germany,80.248.208.201,MacBook
CC_4178,1842.37,17-11-2025 19:59,online_payment,Singapore,200.98.129.136,MacBook
CC_3655,4085.37,11-04-2025 18:41,withdrawal,India,165.124.224.96,Linux
CC_2680,3558.45,01-04-2025 18:54,withdrawal,USA,196.42.70.116,Linux
CC_3414,4156.08,08-03-2025 18:48,refund,Australia,227.90.239.7,MacBook
CC_1872,1985.29,30-09-2025 07:27,refund,Canada,255.21.96.58,Android
CC_6221,4654.48,02-09-2025 03:37,refund,UK,10.74.235.213,MacBook
CC_3273,3795.41,08-12-2025 14:17,online_payment,India,232.21.5.66,iPhone
CC_3449,2746.28,05-11-2025 04:54,purchase,Singapore,61.78.32.13,iPhone
CC_7878,3196.56,29-11-2025 20:38,purchase,USA,215.232.128.153,Linux
CC_1269,3161.61,26-06-2025 04:10,refund,Singapore,110.1.158.91,iPhone
CC_7825,940.63,04-03-2025 08:12,subscription,UAE,18.245.135.140,Linux
CC_9316,2772.99,12-10-2025 07:40,online_payment,India,163.100.252.96,Windows
CC_1266,1788.68,19-02-2025 04:41,withdrawal,Germany,188.169.161.27,Linux
CC_6447,671.38,14-09-2025 12:52,subscription,UAE,209.165.45.213,MacBook
CC_8840,3160.52,09-04-2025 04:43,purchase,Australia,10.76.52.12,iPhone
CC_1686,1581.4,14-08-2025 18:58,subscription,Canada,254.209.140.122,Windows
CC_1599,3767.69,20-05-2025 03:46,withdrawal,UAE,221.200.13.222,Windows
CC_5476,626.75,25-09-2025 23:36,online_payment,Canada,191.113.230.245,MacBook
CC_6554,4868.75,28-12-2025 07:46,online_payment,UAE,237.205.133.69,Android
CC_7955,399.24,12-05-2025 09:42,subscription,Singapore,83.27.21.84,Windows
CC_6021,2232.35,07-11-2025 06:55,refund,Australia,90.115.11.187,Windows
CC_8126,1376.4,11-02-2025 18:24,purchase,Canada,94.132.206.192,iPhone
CC_1510,718.18,16-11-2025 01:37,purchase,UK,18.61.200.166,Windows
CC_6933,1917.36,24-01-2025 13:58,subscription,UK,174.116.243.95,Windows
CC_8273,3816.61,11-04-2025 06:23,subscription,UAE,102.81.167.72,iPhone
CC_2858,134.44,16-05-2025 11:25,online_payment,Canada,234.144.31.68,Windows
CC_8311,1076.78,27-07-2025 22:49,online_payment,Germany,32.35.219.19,MacBook
CC_3828,4493.9,21-11-2025 02:52,purchase,UAE,171.89.182.17,Linux
CC_9882,1455.36,07-08-2025 10:07,refund,UK,204.93.131.58,Android
CC_4292,3961.37,22-06-2025 09:15,online_payment,India,93.142.147.95,MacBook
CC_3126,3061.68,04-03-2025 18:43,purchase,Singapore,102.184.185.123,Linux
CC_7730,3846.98,23-02-2025 16:53,refund,UAE,165.19.116.120,Linux
CC_6644,646.03,13-05-2025 12:02,refund,Canada,129.234.223.15,Android
CC_9488,769.31,30-04-2025 21:35,refund,UAE,240.182.58.89,Linux
CC_5653,4230.44,02-07-2025 11:38,refund,Singapore,33.161.78.158,Linux
CC_2530,2515.35,03-05-2025 19:07,subscription,UK,44.169.160.185,Linux
CC_6531,4213.44,30-01-2025 23:55,purchase,USA,12.243.165.198,Linux
CC_5336,3257.39,31-10-2025 08:22,subscription,India,128.228.161.140,Windows
CC_5949,2417.31,23-10-2025 16:58,withdrawal,Australia,19.177.16.41,MacBook
CC_7809,2423.83,29-05-2025 13:33,withdrawal,UK,81.221.184.82,Windows
CC_7532,658.18,27-09-2025 19:39,subscription,USA,82.62.120.32,Windows
CC_8366,1243.35,12-03-2025 11:54,purchase,Singapore,243.99.222.158,MacBook
CC_5067,4813.62,27-04-2025 06:57,withdrawal,UAE,49.196.41.128,Linux
CC_8648,2496.3,13-08-2025 16:08,online_payment,India,24.242.101.130,MacBook
CC_4944,1079.65,14-09-2025 23:17,purchase,India,73.127.153.226,MacBook
CC_5681,2685.77,20-03-2025 06:38,online_payment,UK,226.68.187.94,MacBook
CC_6995,230.99,07-02-2025 06:02,subscription,Germany,93.142.74.19,MacBook
CC_9261,2254.52,23-07-2025 16:28,subscription,USA,33.250.25.101,Windows
CC_6555,2791.37,24-09-2025 05:26,refund,Germany,155.131.103.129,Android
CC_1742,199.38,31-08-2025 12:18,online_payment,Australia,39.156.229.132,iPhone
CC_6373,4657.19,20-08-2025 22:42,refund,Canada,254.158.190.216,Windows
CC_6511,2539.04,23-12-2025 16:41,subscription,Singapore,122.209.5.95,Windows
CC_2795,4899.59,13-08-2025 01:03,purchase,Australia,68.248.168.201,Linux
CC_4728,3608.39,16-12-2025 20:27,refund,Canada,38.211.175.63,Android
CC_2800,957.97,18-11-2025 03:42,withdrawal,Canada,39.106.177.53,MacBook
CC_9221,3875.99,10-12-2025 09:54,purchase,UK,133.54.144.84,MacBook
CC_9609,1887.24,07-05-2025 02:34,online_payment,UAE,140.91.174.198,Windows
CC_8932,965.36,29-06-2025 12:14,withdrawal,Singapore,58.242.250.252,Windows
CC_5735,3525.98,23-12-2025 01:56,withdrawal,Australia,90.144.240.240,Windows
CC_5715,613.76,04-10-2025 11:38,online_payment,UAE,245.198.206.38,Windows
CC_1689,1441.71,27-02-2025 13:08,withdrawal,Australia,168.66.192.123,iPhone
CC_4310,4140.62,17-07-2025 10:23,subscription,Singapore,36.28.158.190,Linux
CC_4920,1216.08,14-06-2025 07:53,refund,India,26.106.85.184,MacBook
CC_2647,3407.55,11-04-2025 02:24,purchase,UK,105.168.240.226,MacBook
CC_8822,3254.44,29-07-2025 03:58,withdrawal,Singapore,166.16.233.197,Android
CC_4804,2678.09,28-01-2025 03:50,refund,Canada,226.215.46.240,Android
CC_7504,3940.86,16-05-2025 16:01,withdrawal,India,3.77.146.155,Android
CC_6489,1426.39,26-12-2025 15:44,refund,Australia,70.50.208.29,Windows
CC_3662,3656.94,07-07-2025 08:01,refund,India,189.87.203.76,Linux
CC_4164,881.6,23-10-2025 06:27,online_payment,UAE,23.103.172.25,iPhone
CC_3303,2389.88,30-06-2025 14:56,purchase,Singapore,99.61.115.193,Windows
CC_6400,1513.22,09-01-2025 07:51,withdrawal,UAE,178.61.16.171,Android
CC_8625,1537.5,23-10-2025 05:10,subscription,Singapore,177.31.164.235,Windows
CC_7021,3075.05,09-06-2025 13:32,refund,Australia,40.117.192.254,Linux
CC_7121,2082.15,09-12-2025 20:19,subscription,Germany,196.64.175.194,Linux
CC_2341,2629.91,21-09-2025 10:38,purchase,USA,16.213.141.232,Linux
CC_4312,2865.64,20-04-2025 02:51,refund,UAE,219.134.114.30,iPhone
CC_9008,459.25,21-11-2025 09:22,purchase,Australia,34.132.107.117,Linux
CC_1945,2796.19,13-08-2025 09:39,purchase,Canada,66.210.1.191,iPhone
CC_2196,231.22,08-09-2025 21:04,purchase,India,240.229.18.253,MacBook
CC_1519,1439.02,12-05-2025 01:24,refund,Canada,96.255.229.98,MacBook
CC_7184,1881.35,07-04-2025 20:09,withdrawal,USA,46.255.138.101,Linux
CC_3086,3640.65,12-06-2025 03:47,purchase,India,251.77.119.173,Linux
CC_7948,2662.01,17-06-2025 05:40,refund,Australia,89.40.71.49,Android
CC_1527,4048.34,02-11-2025 06:45,subscription,India,62.53.18.26,Linux
CC_1550,2234.97,05-02-2025 10:40,refund,India,103.113.60.139,iPhone
CC_1924,704.98,30-07-2025 15:14,refund,UAE,148.154.198.173,Windows
CC_4881,1512.31,15-04-2025 07:39,subscription,Germany,106.77.71.16,Linux
CC_3869,3131.84,08-11-2025 01:52,subscription,Australia,13.249.89.242,MacBook
CC_9592,1597.08,31-10-2025 03:48,online_payment,UK,77.97.48.194,Linux
CC_8758,1208.64,14-06-2025 02:10,withdrawal,UK,207.119.235.15,Linux
CC_7761,4839.09,08-04-2025 15:26,online_payment,Germany,66.53.85.166,Android
CC_8369,4236.43,09-03-2025 07:55,subscription,Germany,14.69.97.173,Linux
CC_1647,4368.73,18-05-2025 00:23,subscription,Germany,123.54.223.233,Windows
CC_5967,4785.31,12-01-2025 03:58,refund,Germany,247.190.31.192,MacBook
CC_4974,3479.65,29-05-2025 22:07,online_payment,Germany,142.83.199.73,MacBook
CC_8639,2670.58,19-09-2025 14:30,withdrawal,Singapore,93.132.226.128,MacBook
CC_2615,4015.07,08-12-2025 20:56,withdrawal,Germany,95.81.106.12,Linux
CC_4625,3707.56,12-01-2025 19:27,withdrawal,Canada,76.40.51.85,iPhone
CC_7223,2851.1,28-06-2025 22:26,online_payment,UAE,66.196.211.126,MacBook
CC_8550,845.33,14-09-2025 10:43,refund,UK,185.140.126.48,Linux
CC_1962,2622.1,24-02-2025 03:01,purchase,India,106.36.216.162,iPhone
CC_2113,3537.31,07-01-2025 15:45,refund,Australia,96.16.159.164,Linux
CC_8916,3298.13,12-01-2025 10:55,purchase,Canada,4.5.136.185,Windows
CC_9777,4887.51,13-01-2025 11:35,subscription,Canada,207.241.233.46,Android
CC_2578,2624.31,25-06-2025 11:14,refund,Singapore,209.91.69.204,MacBook
CC_2294,1868.39,23-10-2025 15:50,online_payment,Germany,254.179.58.77,Android
CC_1519,472.04,04-10-2025 04:07,online_payment,Australia,15.164.3.180,iPhone
CC_2354,2501.79,12-11-2025 23:07,withdrawal,USA,230.136.236.11,iPhone
CC_4463,4506.86,13-12-2025 05:58,withdrawal,India,237.20.176.237,Windows
CC_9897,2819.73,24-01-2025 23:00,refund,UAE,5.247.54.151,iPhone
CC_7525,4644.73,06-08-2025 22:14,refund,Germany,146.214.218.100,Linux
CC_6435,1922.31,12-04-2025 21:48,purchase,UAE,14.26.112.60,Android
CC_6580,3027.82,16-10-2025 20:53,withdrawal,India,163.70.201.255,MacBook
CC_9038,1144.55,01-10-2025 09:03,online_payment,UK,175.150.170.98,Android
CC_5839,3991.29,23-02-2025 12:37,purchase,Singapore,40.98.183.201,iPhone
CC_7383,1586.81,19-03-2025 14:06,purchase,India,242.79.114.93,Windows
CC_2674,666.87,17-05-2025 10:54,online_payment,Australia,143.143.132.105,Android
CC_1430,452.65,09-03-2025 18:24,subscription,UAE,222.99.4.75,MacBook
CC_7353,3896.95,26-06-2025 18:13,subscription,UK,176.98.44.36,Windows
CC_5933,1345.69,17-04-2025 06:23,purchase,UK,112.71.108.77,MacBook
CC_2260,1808.82,29-06-2025 13:28,online_payment,Germany,118.28.35.78,Android
CC_7483,1664.42,04-10-2025 15:03,withdrawal,Australia,86.111.209.211,Linux
CC_3230,1505.67,27-05-2025 06:08,online_payment,UAE,46.247.102.248,Windows
CC_5775,3675.7,24-12-2025 12:58,subscription,Germany,84.97.72.210,MacBook
CC_6980,573.87,26-05-2025 11:45,subscription,UK,175.197.141.7,MacBook
CC_4434,2195.08,01-08-2025 03:22,purchase,Canada,173.128.36.163,Windows
CC_4965,1267.15,23-04-2025 05:50,online_payment,Canada,19.115.254.154,MacBook
CC_7566,2674.17,01-11-2025 14:20,subscription,India,203.248.93.180,Linux
CC_2392,551.3,30-06-2025 18:09,withdrawal,UK,166.157.12.145,MacBook
CC_6432,4828.76,10-11-2025 10:45,purchase,India,26.67.57.131,Linux
CC_4621,2231.66,12-10-2025 19:33,online_payment,UK,89.7.124.27,Windows
CC_7815,4603.13,04-03-2025 12:25,purchase,UK,90.80.88.117,iPhone
CC_9537,2417.22,13-12-2025 17:32,purchase,Australia,185.179.116.82,Android
CC_5919,228.19,25-03-2025 19:15,purchase,UAE,166.28.174.205,iPhone
CC_4996,2582.39,27-04-2025 14:34,withdrawal,Canada,246.119.60.205,MacBook
CC_4022,936,11-11-2025 16:05,online_payment,India,189.158.227.51,MacBook
CC_8037,1947.23,06-06-2025 09:50,refund,Singapore,193.181.208.204,Android
CC_2667,3998.51,17-05-2025 03:21,withdrawal,UAE,51.118.30.68,MacBook
CC_9646,4829.75,17-08-2025 05:08,subscription,Canada,157.101.151.30,Windows
CC_6766,4228.36,06-05-2025 15:08,withdrawal,USA,173.35.81.31,iPhone
CC_6003,589.16,29-09-2025 19:59,refund,Canada,108.153.36.148,MacBook
CC_7931,932.84,07-05-2025 03:29,subscription,UK,126.74.36.48,Windows
CC_8389,3098.95,19-09-2025 10:39,purchase,Australia,35.50.209.99,Linux
CC_9281,3267.08,25-10-2025 22:08,online_payment,Canada,182.216.114.126,iPhone
CC_2354,2829.16,10-06-2025 14:01,withdrawal,India,71.58.138.74,iPhone
CC_8492,2830.42,27-12-2025 16:13,subscription,USA,147.30.69.199,Linux
CC_7010,2712.51,31-01-2025 07:11,online_payment,Germany,254.109.27.189,iPhone
CC_5877,4374.68,24-01-2025 11:16,online_payment,Singapore,90.221.210.23,MacBook
CC_2923,3879.28,22-06-2025 12:55,refund,UAE,221.182.157.162,MacBook
CC_3719,3082.68,31-05-2025 10:56,refund,India,146.90.137.72,Linux
CC_9827,846.04,02-08-2025 02:09,withdrawal,Singapore,244.220.132.253,Android
CC_3221,4814.05,27-10-2025 17:09,purchase,Singapore,222.168.33.180,iPhone
